url,reg_code,reg_code_3,reg_name,num_tour,inscrits_nb,abstention_nb,abstention_pourc,votants_nb,blancs_nb,blancs_pourc_inscrits,blancs_pourc_votants,nuls_nb,nuls_pourc_inscrits,nuls_pourc_votants,exprimes_nb,exprimes_pourc_inscrits,exprimes_pourc_votants,cand_num_panneau,cand_nom,cand_prenom,cand_civil,cand_nb_voix,cand_rapport_exprim,cand_rapport_inscrits
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,1,ARTHAUD,Nathalie,Mme,1084,0.80,0.34
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,2,ROUSSEL,Fabien,M.,668,0.49,0.21
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,3,MACRON,Emmanuel,M.,18137,13.43,5.74
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,4,LASSALLE,Jean,M.,1033,0.76,0.33
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,5,LE PEN,Marine,Mme,24204,17.92,7.66
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,6,ZEMMOUR,Éric,M.,3098,2.29,0.98
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,7,MÉLENCHON,Jean-Luc,M.,75862,56.16,24.01
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,8,HIDALGO,Anne,Mme,2266,1.68,0.72
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,9,JADOT,Yannick,M.,1927,1.43,0.61
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,10,PÉCRESSE,Valérie,Mme,3979,2.95,1.26
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,11,POUTOU,Philippe,M.,713,0.53,0.23
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/001/001.xml,01,001,Guadeloupe,1,316023,174592,55.25,141431,2719,0.86,1.92,3627,1.15,2.56,135085,42.75,95.51,12,DUPONT-AIGNAN,Nicolas,M.,2114,1.56,0.67
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,1,ARTHAUD,Nathalie,Mme,1447,1.18,0.48
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,2,ROUSSEL,Fabien,M.,747,0.61,0.25
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,3,MACRON,Emmanuel,M.,20043,16.30,6.58
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,4,LASSALLE,Jean,M.,1162,0.95,0.38
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,5,LE PEN,Marine,Mme,16495,13.42,5.42
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,6,ZEMMOUR,Éric,M.,3153,2.56,1.04
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,7,MÉLENCHON,Jean-Luc,M.,65292,53.10,21.44
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,8,HIDALGO,Anne,Mme,3935,3.20,1.29
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,9,JADOT,Yannick,M.,1978,1.61,0.65
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,10,PÉCRESSE,Valérie,Mme,4731,3.85,1.55
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,11,POUTOU,Philippe,M.,977,0.79,0.32
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/002/002.xml,02,002,Martinique,1,304594,174588,57.32,130006,4001,1.31,3.08,3056,1.00,2.35,122949,40.36,94.57,12,DUPONT-AIGNAN,Nicolas,M.,2989,2.43,0.98
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,1,ARTHAUD,Nathalie,Mme,297,0.83,0.29
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,2,ROUSSEL,Fabien,M.,246,0.69,0.24
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,3,MACRON,Emmanuel,M.,5101,14.22,4.95
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,4,LASSALLE,Jean,M.,516,1.44,0.50
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,5,LE PEN,Marine,Mme,6334,17.66,6.15
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,6,ZEMMOUR,Éric,M.,1573,4.39,1.53
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,7,MÉLENCHON,Jean-Luc,M.,18143,50.59,17.62
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,8,HIDALGO,Anne,Mme,535,1.49,0.52
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,9,JADOT,Yannick,M.,940,2.62,0.91
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,10,PÉCRESSE,Valérie,Mme,997,2.78,0.97
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,11,POUTOU,Philippe,M.,462,1.29,0.45
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/003/003.xml,03,003,Guyane,1,102993,65754,63.84,37239,825,0.80,2.22,553,0.54,1.49,35861,34.82,96.30,12,DUPONT-AIGNAN,Nicolas,M.,717,2.00,0.70
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,1,ARTHAUD,Nathalie,Mme,3538,1.02,0.52
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,2,ROUSSEL,Fabien,M.,3074,0.89,0.46
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,3,MACRON,Emmanuel,M.,62542,18.04,9.26
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,4,LASSALLE,Jean,M.,4844,1.40,0.72
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,5,LE PEN,Marine,Mme,85770,24.73,12.70
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,6,ZEMMOUR,Éric,M.,13070,3.77,1.93
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,7,MÉLENCHON,Jean-Luc,M.,139604,40.26,20.67
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,8,HIDALGO,Anne,Mme,5549,1.60,0.82
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,9,JADOT,Yannick,M.,7994,2.31,1.18
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,10,PÉCRESSE,Valérie,Mme,9738,2.81,1.44
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,11,POUTOU,Philippe,M.,2705,0.78,0.40
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/004/004.xml,04,004,La Réunion,1,675539,313159,46.36,362380,7361,1.09,2.03,8253,1.22,2.28,346766,51.33,95.69,12,DUPONT-AIGNAN,Nicolas,M.,8338,2.40,1.23
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,1,ARTHAUD,Nathalie,Mme,430,1.23,0.47
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,2,ROUSSEL,Fabien,M.,206,0.59,0.22
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,3,MACRON,Emmanuel,M.,5936,16.94,6.44
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,4,LASSALLE,Jean,M.,359,1.02,0.39
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,5,LE PEN,Marine,Mme,14958,42.68,16.23
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,6,ZEMMOUR,Éric,M.,482,1.38,0.52
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,7,MÉLENCHON,Jean-Luc,M.,8398,23.96,9.11
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,8,HIDALGO,Anne,Mme,318,0.91,0.34
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,9,JADOT,Yannick,M.,295,0.84,0.32
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,10,PÉCRESSE,Valérie,Mme,2810,8.02,3.05
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,11,POUTOU,Philippe,M.,328,0.94,0.36
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/006/006.xml,06,006,Mayotte,1,92187,55024,59.69,37163,923,1.00,2.48,1190,1.29,3.20,35050,38.02,94.31,12,DUPONT-AIGNAN,Nicolas,M.,530,1.51,0.57
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,1,ARTHAUD,Nathalie,Mme,21907,0.40,0.30
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,2,ROUSSEL,Fabien,M.,105170,1.92,1.43
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,3,MACRON,Emmanuel,M.,1656341,30.19,22.54
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,4,LASSALLE,Jean,M.,87372,1.59,1.19
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,5,LE PEN,Marine,Mme,711690,12.97,9.68
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,6,ZEMMOUR,Éric,M.,409532,7.47,5.57
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,7,MÉLENCHON,Jean-Luc,M.,1659152,30.24,22.58
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,8,HIDALGO,Anne,Mme,78561,1.43,1.07
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,9,JADOT,Yannick,M.,296229,5.40,4.03
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,10,PÉCRESSE,Valérie,Mme,339468,6.19,4.62
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,11,POUTOU,Philippe,M.,33063,0.60,0.45
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/011/011.xml,11,011,Île-de-France,1,7349282,1760670,23.96,5588612,76654,1.04,1.37,26113,0.36,0.47,5485845,74.64,98.16,12,DUPONT-AIGNAN,Nicolas,M.,87360,1.59,1.19
https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/024/024.xml,24,024,Centre-Val de Loire,1,1837328,459528,25.01,1377800,23216,1.26,1.69,9311,0.51,0.68,1345273,73.22,97.64,1,ARTHAUD,Nathalie,Mme,9256,0.69,0.50
