id,class,type,rarity,type_or_school
59452,Neutral,Minion,Common,Beast
69737,Warlock,Minion,Common,Demon
69685,Druid,Spell,Common,Nature
61961,Shaman,Spell,Rare,Nature
64964,Hunter,Weapon,Rare,Normal
56554,Paladin,Spell,Epic,Holy
61949,Paladin,Weapon,Common,Normal
56394,Paladin,Spell,Common,Holy
56555,Paladin,Spell,Rare,Holy
64367,Paladin,Weapon,Epic,Normal
60016,Druid,Spell,Common,Nature
60016,Shaman,Spell,Common,Nature
69625,Shaman,Spell,Common,Nature
69629,Shaman,Spell,Rare,Nature
62874,Priest,Minion,Rare,Elemental
69618,Priest,Minion,Common,Elemental
61946,Priest,Minion,Rare,Elemental
63279,Shaman,Minion,Epic,Elemental
61123,Demon Hunter,Minion,Common,Normal
64688,Demon Hunter,Weapon,Epic,Normal
64719,Neutral,Minion,Common,Normal
63030,Druid,Spell,Rare,Nature
64363,Rogue,Minion,Common,Beast
69690,Hunter,Spell,Epic,Normal
69724,Neutral,Minion,Rare,Normal
69665,Neutral,Minion,Common,Normal
59411,Warrior,Minion,Legendary,Normal
59411,Paladin,Minion,Legendary,Normal
69637,Warlock,Hero,Legendary,Normal
60278,Neutral,Minion,Legendary,Normal
64291,Druid,Spell,Legendary,Normal
64199,Warrior,Minion,Legendary,Normal
61191,Paladin,Minion,Legendary,Demon
61941,Warlock,Minion,Rare,Normal
61941,Demon Hunter,Minion,Rare,Normal
61449,Druid,Spell,Common,Arcane
62483,Neutral,Minion,Common,Murloc
62484,Neutral,Minion,Common,Murloc
69662,Neutral,Minion,Common,Normal
65699,Neutral,Minion,Epic,Normal
64673,Rogue,Minion,Legendary,Normal
59230,Demon Hunter,Minion,Rare,Normal
61229,Shaman,Minion,Epic,Murloc
58549,Neutral,Minion,Legendary,Demon
57197,Neutral,Minion,Legendary,Normal
64718,Neutral,Minion,Rare,Normal
61169,Rogue,Spell,Epic,Normal
66869,Neutral,Minion,Legendary,Dragon
65691,Warrior,Spell,Common,Normal
61203,Warlock,Minion,Common,Demon
63373,Warrior,Minion,Common,Normal
69631,Shaman,Minion,Rare,Totem
59259,Neutral,Minion,Common,Beast
63591,Neutral,Minion,Legendary,Normal
63114,Druid,Spell,Rare,Nature
69511,Druid,Spell,Rare,Nature
59089,Demon Hunter,Weapon,Common,Normal
56685,Druid,Minion,Epic,Beast
56472,Shaman,Minion,Common,Elemental
61179,Mage,Spell,Rare,Shadow
61842,Hunter,Minion,Legendary,Normal
63396,Neutral,Minion,Common,Normal
69731,Shaman,Minion,Common,Elemental
69686,Druid,Minion,Common,Normal
64629,Demon Hunter,Minion,Common,Murloc
56899,Demon Hunter,Spell,Legendary,Fel
61206,Warlock,Minion,Common,Demon
59643,Priest,Minion,Legendary,Normal
61238,Warrior,Spell,Common,Normal
69719,Neutral,Minion,Epic,Normal
69609,Mage,Spell,Common,Arcane
61960,Shaman,Minion,Common,Normal
57193,Neutral,Minion,Epic,Demon
64716,Neutral,Minion,Common,Demon
56694,Hunter,Minion,Rare,Beast
59214,Shaman,Spell,Rare,Fire
65602,Hunter,Minion,Common,Beast
61973,Neutral,Minion,Legendary,Beast
65583,Druid,Spell,Rare,Arcane
61602,Druid,Spell,Rare,Normal
63124,Warrior,Minion,Epic,Normal
62585,Neutral,Minion,Rare,Normal
63064,Mage,Minion,Legendary,Normal
69553,Warlock,Spell,Common,Shadow
58770,Mage,Minion,Legendary,Normal
65599,Neutral,Minion,Legendary,Pirate
65704,Neutral,Minion,Rare,Pirate
56444,Paladin,Minion,Legendary,Murloc
69675,Neutral,Minion,Rare,Murloc
69557,Neutral,Minion,Common,Murloc
69723,Neutral,Minion,Common,Murloc
63398,Neutral,Minion,Legendary,Murloc
61682,Hunter,Minion,Common,Normal
60443,Neutral,Minion,Legendary,Normal
56827,Hunter,Spell,Epic,Normal
69617,Priest,Minion,Legendary,Normal
59163,Druid,Spell,Common,Nature
61642,Priest,Minion,Rare,Normal
65608,Demon Hunter,Spell,Common,Normal
63219,Warlock,Minion,Legendary,Normal
69713,Neutral,Minion,Rare,Normal
56985,Demon Hunter,Minion,Common,Normal
56386,Mage,Spell,Common,Arcane
56502,Warlock,Minion,Common,Demon
61953,Rogue,Spell,Common,Nature
61953,Warrior,Spell,Common,Nature
64525,Paladin,Spell,Rare,Normal
69610,Paladin,Spell,Common,Normal
64722,Neutral,Minion,Epic,Normal
63069,Shaman,Spell,Rare,Normal
62490,Druid,Minion,Rare,Normal
64712,Neutral,Minion,Common,Normal
62927,Paladin,Minion,Rare,Normal
69594,Druid,Spell,Rare,Nature
62442,Shaman,Minion,Common,Normal
66870,Neutral,Minion,Legendary,Dragon
63553,Mage,Spell,Common,Frost
62705,Neutral,Minion,Common,Beast
61584,Mage,Minion,Epic,Normal
59918,Neutral,Minion,Common,Normal
61187,Paladin,Spell,Epic,Shadow
62887,Rogue,Minion,Rare,Normal
58971,Neutral,Minion,Common,Dragon
66866,Neutral,Minion,Legendary,Dragon
61683,Hunter,Spell,Common,Normal
61625,Neutral,Minion,Common,Normal
64201,Druid,Minion,Epic,Normal
63118,Warrior,Weapon,Rare,Normal
57190,Neutral,Minion,Common,Normal
64773,Shaman,Spell,Epic,Normal
56680,Druid,Spell,Common,Nature
66858,Neutral,Minion,Legendary,Normal
63274,Warrior,Minion,Legendary,Normal
59449,Hunter,Spell,Rare,Normal
62750,Hunter,Minion,Common,Beast
56484,Hunter,Spell,Rare,Normal
64705,Neutral,Minion,Common,Normal
61282,Priest,Spell,Rare,Shadow
64713,Neutral,Minion,Common,Normal
61235,Neutral,Minion,Common,Normal
62892,Rogue,Spell,Rare,Nature
64337,Druid,Minion,Rare,Beast
65598,Rogue,Spell,Rare,Normal
59456,Druid,Spell,Rare,Normal
63102,Paladin,Spell,Rare,Normal
69624,Rogue,Minion,Epic,Normal
64372,Neutral,Minion,Common,Normal
59039,Neutral,Minion,Common,Normal
62703,Neutral,Minion,Common,Normal
63098,Shaman,Spell,Rare,Fire
64395,Demon Hunter,Minion,Rare,Normal
61700,Hunter,Spell,Rare,Normal
62812,Hunter,Spell,Common,Normal
58243,Demon Hunter,Minion,Epic,Demon
61225,Shaman,Minion,Rare,Normal
59877,Rogue,Spell,Common,Normal
69708,Rogue,Minion,Common,Normal
59948,Neutral,Minion,Common,Dragon
63042,Druid,Minion,Legendary,Quilboar
59101,Warrior,Minion,Epic,Normal
69736,Warlock,Minion,Common,Normal
59621,Mage,Spell,Epic,Arcane
59621,Rogue,Spell,Epic,Arcane
69689,Druid,Spell,Common,Normal
69567,Priest,Spell,Common,Holy
59572,Priest,Spell,Rare,Normal
62872,Priest,Spell,Common,Holy
69593,Druid,Spell,Common,Normal
69623,Rogue,Spell,Epic,Normal
64436,Mage,Minion,Common,Normal
63027,Druid,Spell,Common,Normal
62877,Priest,Minion,Epic,Normal
58455,Demon Hunter,Minion,Rare,Demon
63331,Shaman,Minion,Rare,Normal
63070,Neutral,Minion,Epic,Elemental
59213,Shaman,Spell,Common,Arcane
59213,Mage,Spell,Common,Arcane
64554,Paladin,Weapon,Rare,Normal
61171,Rogue,Minion,Rare,Pirate
61622,Neutral,Minion,Common,Murloc
60004,Hunter,Minion,Legendary,Normal
62813,Hunter,Minion,Rare,Normal
65610,Demon Hunter,Spell,Rare,Normal
64198,Warrior,Spell,Epic,Normal
56598,Priest,Spell,Rare,Shadow
69566,Priest,Minion,Common,Normal
64425,Priest,Minion,Rare,Normal
66862,Paladin,Spell,Epic,Holy
69691,Hunter,Spell,Common,Normal
69588,Demon Hunter,Minion,Rare,Normal
69537,Neutral,Minion,Common,Normal
64280,Warrior,Spell,Legendary,Normal
59223,Warlock,Spell,Common,Shadow
59223,Priest,Spell,Common,Shadow
61947,Paladin,Spell,Rare,Holy
61947,Priest,Spell,Rare,Holy
64965,Hunter,Spell,Rare,Normal
63119,Warrior,Spell,Epic,Normal
59216,Shaman,Minion,Legendary,Normal
59216,Mage,Minion,Legendary,Normal
62482,Neutral,Minion,Common,Pirate
64627,Hunter,Spell,Epic,Normal
59947,Warrior,Minion,Legendary,Normal
63163,Demon Hunter,Minion,Common,Beast
63164,Demon Hunter,Minion,Rare,Quilboar
63033,Druid,Minion,Rare,Quilboar
62701,Neutral,Minion,Common,Quilboar
58979,Warrior,Weapon,Rare,Normal
63059,Mage,Minion,Rare,Normal
64464,Paladin,Spell,Epic,Holy
61128,Demon Hunter,Minion,Common,Normal
72250,Neutral,Minion,Common,Murloc
61305,Paladin,Minion,Common,Murloc
63057,Mage,Spell,Common,Normal
61125,Demon Hunter,Spell,Common,Normal
57166,Priest,Minion,Legendary,Normal
65693,Warrior,Minion,Epic,Mech
56595,Priest,Spell,Common,Holy
61129,Demon Hunter,Minion,Common,Normal
57907,Neutral,Minion,Epic,Mech
61967,Hunter,Spell,Common,Normal
61967,Druid,Spell,Common,Normal
61207,Warlock,Minion,Epic,Normal
61222,Shaman,Spell,Common,Normal
61585,Mage,Spell,Epic,Normal
65591,Paladin,Spell,Rare,Holy
69705,Paladin,Minion,Common,Normal
63112,Mage,Minion,Rare,Normal
61884,Warlock,Minion,Common,Demon
61291,Mage,Spell,Rare,Normal
61248,Warrior,Minion,Legendary,Normal
61246,Warrior,Weapon,Epic,Normal
61839,Hunter,Weapon,Legendary,Normal
64308,Paladin,Spell,Legendary,Normal
62349,Warlock,Spell,Rare,Shadow
69536,Neutral,Minion,Common,Beast
59601,Neutral,Minion,Rare,Normal
60916,Neutral,Minion,Common,Elemental
69517,Shaman,Spell,Common,Nature
57183,Neutral,Minion,Common,Normal
64960,Hunter,Minion,Common,Normal
63125,Warrior,Minion,Legendary,Normal
64714,Neutral,Minion,Common,Normal
61972,Neutral,Minion,Rare,Dragon
58790,Shaman,Weapon,Common,Normal
63677,Warlock,Weapon,Rare,Normal
63056,Mage,Spell,Common,Arcane
59542,Druid,Spell,Epic,Nature
59542,Shaman,Spell,Epic,Nature
64720,Neutral,Minion,Common,Beast
57180,Neutral,Minion,Common,Normal
56824,Neutral,Minion,Common,Normal
56391,Neutral,Minion,Common,Normal
69621,Rogue,Minion,Rare,Normal
64163,Rogue,Minion,Rare,Normal
64033,Rogue,Spell,Rare,Normal
69669,Neutral,Minion,Rare,Normal
64031,Rogue,Minion,Common,Normal
64034,Rogue,Minion,Common,Normal
64166,Neutral,Minion,Common,Normal
61966,Hunter,Minion,Rare,Normal
62049,Neutral,Minion,Rare,Normal
64435,Mage,Minion,Rare,Elemental
69600,Hunter,Minion,Rare,Beast
63359,Rogue,Spell,Rare,Normal
61589,Mage,Minion,Legendary,Normal
63517,Rogue,Minion,Legendary,Normal
56703,Hunter,Spell,Common,Normal
69599,Hunter,Minion,Common,Beast
57192,Neutral,Minion,Common,Demon
58796,Warlock,Spell,Common,Shadow
57165,Warrior,Minion,Rare,Mech
56697,Hunter,Spell,Rare,Normal
56819,Neutral,Minion,Rare,Elemental
58794,Rogue,Spell,Epic,Normal
63099,Paladin,Weapon,Common,Normal
64349,Priest,Spell,Legendary,Normal
62698,Hunter,Minion,Rare,Normal
59989,Rogue,Weapon,Rare,Normal
63397,Neutral,Minion,Common,Normal
69542,Neutral,Minion,Common,Normal
62879,Priest,Minion,Legendary,Normal
63334,Hunter,Spell,Common,Normal
56411,Shaman,Spell,Common,Nature
56603,Priest,Minion,Epic,Normal
61156,Rogue,Spell,Rare,Shadow
56520,Warlock,Spell,Epic,Fel
62176,Neutral,Minion,Legendary,Normal
69569,Priest,Spell,Common,Shadow
69616,Priest,Spell,Epic,Shadow
65604,Warlock,Minion,Common,Pirate
63732,Priest,Weapon,Rare,Normal
62497,Priest,Minion,Common,Normal
69991,Priest,Spell,Epic,Shadow
57979,Rogue,Minion,Legendary,Normal
59263,Warlock,Minion,Rare,Normal
69622,Rogue,Spell,Common,Shadow
64895,Warlock,Minion,Common,Normal
59457,Hunter,Minion,Legendary,Normal
59457,Druid,Minion,Legendary,Normal
64391,Priest,Spell,Common,Holy
60151,Demon Hunter,Minion,Rare,Normal
56471,Shaman,Minion,Epic,Elemental
63515,Mage,Spell,Rare,Frost
64439,Druid,Minion,Legendary,Normal
61955,Rogue,Spell,Rare,Normal
69641,Warrior,Spell,Epic,Normal
59409,Warrior,Spell,Common,Holy
59409,Paladin,Spell,Common,Holy
69741,Warrior,Minion,Rare,Normal
58975,Rogue,Minion,Rare,Normal
64279,Warrior,Spell,Rare,Normal
69698,Mage,Spell,Common,Arcane
61299,Neutral,Minion,Common,Normal
63358,Rogue,Spell,Rare,Shadow
69506,Demon Hunter,Minion,Rare,Demon
64394,Demon Hunter,Spell,Rare,Shadow
62845,Demon Hunter,Spell,Epic,Fel
63467,Demon Hunter,Spell,Rare,Shadow
63264,Demon Hunter,Spell,Rare,Shadow
61640,Neutral,Minion,Legendary,Normal
62889,Rogue,Spell,Common,Nature
63335,Hunter,Minion,Common,Normal
69524,Rogue,Spell,Rare,Normal
69634,Warlock,Spell,Rare,Shadow
57688,Priest,Minion,Epic,Dragon
63955,Rogue,Spell,Rare,Normal
58201,Demon Hunter,Spell,Rare,Normal
69638,Warrior,Spell,Common,Normal
69726,Neutral,Minion,Common,Dragon
59916,Neutral,Minion,Common,Normal
61306,Paladin,Spell,Rare,Normal
69602,Hunter,Spell,Epic,Normal
69699,Mage,Spell,Common,Frost
59914,Neutral,Minion,Common,Normal
61450,Druid,Spell,Common,Nature
63690,Paladin,Minion,Rare,Normal
62876,Priest,Minion,Rare,Normal
64488,Mage,Spell,Legendary,Normal
59576,Neutral,Minion,Common,Normal
57160,Priest,Spell,Legendary,Shadow
63192,Warlock,Spell,Rare,Shadow
59725,Warlock,Spell,Rare,Shadow
59725,Demon Hunter,Spell,Rare,Shadow
69591,Druid,Spell,Common,Nature
57187,Neutral,Minion,Common,Normal
59727,Warlock,Minion,Legendary,Normal
59727,Demon Hunter,Minion,Legendary,Normal
59732,Demon Hunter,Minion,Common,Normal
62515,Shaman,Minion,Common,Murloc
69679,Neutral,Minion,Epic,Pirate
63380,Neutral,Minion,Epic,Pirate
64236,Druid,Spell,Common,Nature
61954,Rogue,Minion,Rare,Normal
63509,Shaman,Minion,Common,Murloc
59253,Druid,Minion,Legendary,Normal
59253,Shaman,Minion,Legendary,Normal
58453,Demon Hunter,Spell,Common,Normal
69684,Demon Hunter,Spell,Common,Normal
59151,Neutral,Weapon,Legendary,Normal
64704,Neutral,Minion,Common,Normal
69716,Neutral,Minion,Common,Mech
61951,Warrior,Weapon,Common,Normal
64215,Shaman,Minion,Common,Normal
63251,Neutral,Minion,Epic,Normal
59724,Warlock,Minion,Common,Demon
59724,Demon Hunter,Minion,Common,Demon
69526,Rogue,Spell,Rare,Normal
56377,Rogue,Minion,Common,Normal
61249,Warrior,Spell,Rare,Normal
61426,Warrior,Minion,Common,Mech
69706,Paladin,Spell,Common,Normal
59395,Demon Hunter,Minion,Legendary,Normal
56439,Mage,Minion,Common,Normal
63370,Warlock,Minion,Rare,Demon
59403,Rogue,Minion,Epic,Normal
59403,Warrior,Minion,Epic,Normal
59027,Neutral,Minion,Common,Elemental
61135,Demon Hunter,Minion,Epic,Normal
64715,Neutral,Minion,Common,Normal
64725,Neutral,Minion,Epic,Normal
63701,Warrior,Minion,Common,Pirate
69725,Neutral,Minion,Common,Beast
61224,Shaman,Spell,Common,Nature
69727,Neutral,Minion,Common,Elemental
69544,Neutral,Minion,Common,Normal
64975,Warrior,Minion,Common,Pirate
64702,Neutral,Minion,Common,Normal
64968,Hunter,Minion,Common,Demon
69658,Neutral,Minion,Common,Beast
61670,Neutral,Minion,Common,Normal
63712,Neutral,Minion,Common,Normal
65655,Shaman,Minion,Rare,Pirate
69712,Neutral,Minion,Common,Normal
62811,Hunter,Minion,Rare,Beast
62706,Neutral,Minion,Common,Normal
65590,Paladin,Minion,Common,Beast
57194,Neutral,Minion,Common,Demon
59450,Druid,Spell,Epic,Normal
69742,Rogue,Minion,Common,Pirate
61168,Rogue,Minion,Common,Normal
61159,Rogue,Spell,Common,Normal
62893,Rogue,Weapon,Epic,Normal
61237,Warrior,Minion,Common,Pirate
57718,Warrior,Spell,Common,Normal
62926,Paladin,Weapon,Rare,Normal
66856,Neutral,Minion,Legendary,Normal
63230,Demon Hunter,Minion,Rare,Demon
62485,Neutral,Minion,Common,Normal
63002,Hunter,Spell,Rare,Normal
63218,Warlock,Minion,Legendary,Normal
62550,Neutral,Minion,Rare,Normal
63010,Hunter,Minion,Legendary,Normal
59026,Hunter,Minion,Rare,Beast
59026,Druid,Minion,Rare,Beast
69619,Priest,Minion,Common,Normal
61252,Warrior,Minion,Epic,Dragon
61635,Rogue,Minion,Legendary,Normal
56660,Neutral,Minion,Legendary,Normal
56823,Neutral,Minion,Common,Demon
56511,Warlock,Spell,Rare,Fel
64900,Warlock,Spell,Legendary,Normal
57619,Shaman,Minion,Legendary,Beast
61208,Priest,Minion,Legendary,Normal
64970,Hunter,Minion,Legendary,Beast
63029,Druid,Minion,Common,Beast
63021,Druid,Spell,Common,Nature
66861,Priest,Spell,Rare,Shadow
61131,Demon Hunter,Spell,Rare,Normal
61646,Warlock,Minion,Legendary,Demon
61157,Rogue,Minion,Rare,Normal
69744,Shaman,Spell,Common,Nature
59694,Shaman,Spell,Common,Nature
69729,Warlock,Minion,Rare,Demon
64355,Shaman,Spell,Epic,Normal
63071,Shaman,Minion,Rare,Normal
69613,Paladin,Minion,Legendary,Normal
63250,Neutral,Minion,Common,Beast
69738,Rogue,Minion,Common,Normal
56467,Shaman,Spell,Rare,Nature
59558,Shaman,Minion,Epic,Totem
56470,Shaman,Spell,Common,Normal
64899,Warlock,Spell,Rare,Shadow
59035,Neutral,Minion,Common,Normal
69711,Neutral,Minion,Common,Normal
69545,Hunter,Spell,Rare,Normal
61702,Hunter,Minion,Rare,Beast
58947,Neutral,Minion,Epic,Normal
64010,Neutral,Minion,Common,Normal
59703,Shaman,Minion,Rare,Totem
59703,Mage,Minion,Rare,Totem
59175,Warrior,Minion,Rare,Normal
59233,Demon Hunter,Weapon,Epic,Normal
59233,Hunter,Weapon,Epic,Normal
69533,Paladin,Weapon,Common,Normal
59569,Paladin,Minion,Legendary,Normal
63229,Demon Hunter,Weapon,Rare,Normal
64419,Priest,Minion,Common,Normal
59614,Druid,Minion,Rare,Beast
69635,Warlock,Spell,Epic,Shadow
64357,Neutral,Minion,Rare,Normal
61461,Druid,Minion,Rare,Beast
69628,Shaman,Minion,Common,Elemental
56443,Paladin,Weapon,Epic,Normal
57149,Warlock,Spell,Common,Fel
63368,Warlock,Spell,Common,Shadow
62359,Rogue,Minion,Legendary,Normal
63261,Mage,Minion,Legendary,Normal
64729,Neutral,Minion,Legendary,Normal
59658,Neutral,Minion,Legendary,Normal
63166,Demon Hunter,Minion,Epic,Normal
62486,Neutral,Minion,Common,Beast
63632,Hunter,Weapon,Rare,Normal
62933,Paladin,Minion,Epic,Normal
64388,Druid,Minion,Rare,Beast
63165,Demon Hunter,Spell,Common,Normal
59753,Demon Hunter,Minion,Common,Normal
69678,Neutral,Minion,Rare,Normal
56412,Shaman,Spell,Rare,Nature
59192,Warlock,Minion,Epic,Demon
62871,Priest,Minion,Rare,Normal
64392,Priest,Spell,Common,Shadow
69633,Warlock,Minion,Rare,Demon
64429,Priest,Minion,Epic,Normal
69547,Neutral,Minion,Common,Normal
59590,Neutral,Minion,Rare,Normal
59400,Rogue,Minion,Common,Normal
63073,Shaman,Minion,Common,Elemental
59556,Mage,Minion,Common,Normal
59556,Rogue,Minion,Common,Normal
59646,Neutral,Minion,Common,Normal
62463,Warrior,Spell,Rare,Normal
56900,Demon Hunter,Weapon,Epic,Normal
69682,Demon Hunter,Weapon,Epic,Normal
69703,Paladin,Minion,Common,Normal
56507,Warrior,Minion,Epic,Normal
69549,Warrior,Minion,Common,Normal
63117,Warrior,Minion,Rare,Normal
66863,Warrior,Minion,Common,Normal
63088,Hunter,Minion,Epic,Normal
57189,Neutral,Minion,Epic,Normal
69503,Mage,Minion,Rare,Elemental
63357,Rogue,Minion,Common,Beast
59083,Paladin,Spell,Common,Normal
59083,Priest,Spell,Common,Normal
65579,Paladin,Minion,Rare,Pirate
69692,Hunter,Minion,Common,Beast
61227,Shaman,Weapon,Rare,Normal
63374,Warrior,Weapon,Rare,Normal
63126,Warrior,Minion,Common,Normal
69556,Warrior,Spell,Common,Normal
65605,Warlock,Spell,Common,Normal
62890,Rogue,Spell,Common,Normal
61648,Warlock,Spell,Rare,Shadow
64384,Druid,Minion,Common,Beast
69513,Druid,Spell,Common,Nature
63062,Mage,Spell,Epic,Fire
69515,Shaman,Spell,Common,Nature
59170,Hunter,Minion,Common,Beast
69654,Neutral,Minion,Common,Normal
63195,Hunter,Spell,Common,Normal
59036,Neutral,Minion,Common,Normal
61898,Neutral,Minion,Common,Normal
59002,Mage,Minion,Rare,Normal
63188,Priest,Minion,Legendary,Normal
61308,Neutral,Minion,Legendary,Normal
60445,Neutral,Minion,Legendary,Normal
62894,Rogue,Spell,Epic,Normal
69651,Neutral,Minion,Rare,Normal
69660,Neutral,Minion,Common,Normal
66868,Neutral,Minion,Legendary,Dragon
56682,Druid,Minion,Legendary,Normal
61137,Demon Hunter,Minion,Legendary,Normal
56451,Hunter,Minion,Legendary,Beast
